id,rule,state,puzzle,question,option_A,option_B,option_C,option_D,correct_option,correct_answer,params
countdown_baseline_0011,countdown_baseline,baseline,"{""numbers"": [9, 8, 3, 1, 6, 1], ""target"": 144}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 9, 8, 3, 1, 6, 1
Target: 144

Which of the following expressions correctly reaches the target?",(6 × (8 + 3)),(6 − (8 × 3)),(6 + (8 × 3)),(6 × (8 × 3)),D,(6 × (8 × 3)),"{""numbers"": [9, 8, 3, 1, 6, 1], ""target"": 144}"
countdown_baseline_0012,countdown_baseline,baseline,"{""numbers"": [1, 7, 6, 4, 1, 8], ""target"": 448}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 1, 7, 6, 4, 1, 8
Target: 448

Which of the following expressions correctly reaches the target?",((6 × 8) × (4 × (1 + 7))),((6 − 8) × (4 × (1 + 7))),((6 + 8) + (4 × (1 + 7))),((6 + 8) × (4 × (1 + 7))),D,((6 + 8) × (4 × (1 + 7))),"{""numbers"": [1, 7, 6, 4, 1, 8], ""target"": 448}"
countdown_baseline_0013,countdown_baseline,baseline,"{""numbers"": [2, 6, 5, 6, 5, 5], ""target"": 192}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 2, 6, 5, 6, 5, 5
Target: 192

Which of the following expressions correctly reaches the target?",(6 × (2 + (6 × 5))),(6 + (2 + (6 × 5))),(6 × (2 + (6 − 5))),(6 − (2 + (6 × 5))),A,(6 × (2 + (6 × 5))),"{""numbers"": [2, 6, 5, 6, 5, 5], ""target"": 192}"
countdown_baseline_0014,countdown_baseline,baseline,"{""numbers"": [1, 7, 5, 9, 5, 3], ""target"": 317}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 1, 7, 5, 9, 5, 3
Target: 317

Which of the following expressions correctly reaches the target?",((7 × (1 + (5 × 9))) × 5),((7 − (1 + (5 × 9))) − 5),((7 × (1 + (5 − 9))) − 5),((7 × (1 + (5 × 9))) − 5),D,((7 × (1 + (5 × 9))) − 5),"{""numbers"": [1, 7, 5, 9, 5, 3], ""target"": 317}"
countdown_baseline_0015,countdown_baseline,baseline,"{""numbers"": [7, 1, 8, 3, 9, 4], ""target"": 576}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 7, 1, 8, 3, 9, 4
Target: 576

Which of the following expressions correctly reaches the target?",((7 + 1) × (8 × 9)),((7 × 1) × (8 × 9)),((7 − 1) × (8 × 9)),((7 + 1) × (8 − 9)),A,((7 + 1) × (8 × 9)),"{""numbers"": [7, 1, 8, 3, 9, 4], ""target"": 576}"
countdown_baseline_0016,countdown_baseline,baseline,"{""numbers"": [6, 2, 8, 8, 8, 4], ""target"": 112}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 6, 2, 8, 8, 8, 4
Target: 112

Which of the following expressions correctly reaches the target?",(8 × (6 − 8)),(8 × (6 × 8)),(8 × (6 + 8)),(8 + (6 + 8)),C,(8 × (6 + 8)),"{""numbers"": [6, 2, 8, 8, 8, 4], ""target"": 112}"
countdown_baseline_0017,countdown_baseline,baseline,"{""numbers"": [5, 5, 9, 1, 7, 2], ""target"": 322}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 5, 5, 9, 1, 7, 2
Target: 322

Which of the following expressions correctly reaches the target?",(7 × (1 + (5 × 9))),(7 × (1 + (5 − 9))),(7 × (1 × (5 × 9))),(7 × (1 + (5 + 9))),A,(7 × (1 + (5 × 9))),"{""numbers"": [5, 5, 9, 1, 7, 2], ""target"": 322}"
countdown_baseline_0018,countdown_baseline,baseline,"{""numbers"": [6, 6, 8, 8, 9, 5], ""target"": 228}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 6, 6, 8, 8, 9, 5
Target: 228

Which of the following expressions correctly reaches the target?",(6 × (8 + (6 × 5))),(6 × (8 + (6 − 5))),(6 × (8 + (6 + 5))),(6 × (8 × (6 × 5))),A,(6 × (8 + (6 × 5))),"{""numbers"": [6, 6, 8, 8, 9, 5], ""target"": 228}"
countdown_baseline_0019,countdown_baseline,baseline,"{""numbers"": [4, 2, 1, 7, 8, 9], ""target"": 497}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 4, 2, 1, 7, 8, 9
Target: 497

Which of the following expressions correctly reaches the target?",(7 × ((8 − 9) − 1)),(7 × ((8 + 9) − 1)),(7 − ((8 × 9) − 1)),(7 × ((8 × 9) − 1)),D,(7 × ((8 × 9) − 1)),"{""numbers"": [4, 2, 1, 7, 8, 9], ""target"": 497}"
countdown_baseline_0020,countdown_baseline,baseline,"{""numbers"": [8, 2, 5, 1, 7, 2], ""target"": 100}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 2, 5, 1, 7, 2
Target: 100

Which of the following expressions correctly reaches the target?",((8 + 2) ÷ (5 × 2)),((8 + 2) × (5 × 2)),((8 × 2) × (5 × 2)),((8 + 2) + (5 × 2)),B,((8 + 2) × (5 × 2)),"{""numbers"": [8, 2, 5, 1, 7, 2], ""target"": 100}"
countdown_baseline_0021,countdown_baseline,baseline,"{""numbers"": [9, 8, 1, 3, 1, 8], ""target"": 103}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 9, 8, 1, 3, 1, 8
Target: 103

Which of the following expressions correctly reaches the target?",((8 × (3 + (9 + 1))) − 1),((8 + (3 + (9 + 1))) − 1),((8 × (3 + (9 × 1))) − 1),((8 × (3 − (9 + 1))) − 1),A,((8 × (3 + (9 + 1))) − 1),"{""numbers"": [9, 8, 1, 3, 1, 8], ""target"": 103}"
countdown_baseline_0022,countdown_baseline,baseline,"{""numbers"": [5, 3, 9, 7, 1, 5], ""target"": 120}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 5, 3, 9, 7, 1, 5
Target: 120

Which of the following expressions correctly reaches the target?",((5 + 3) × (9 − 1)),((5 × 3) × (9 − 1)),((5 − 3) × (9 − 1)),((5 × 3) × (9 + 1)),B,((5 × 3) × (9 − 1)),"{""numbers"": [5, 3, 9, 7, 1, 5], ""target"": 120}"
countdown_baseline_0023,countdown_baseline,baseline,"{""numbers"": [2, 8, 5, 7, 6, 5], ""target"": 106}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 2, 8, 5, 7, 6, 5
Target: 106

Which of the following expressions correctly reaches the target?",(2 − (5 + (8 × 6))),(2 × (5 + (8 × 6))),(2 × (5 + (8 − 6))),(2 × (5 + (8 + 6))),B,(2 × (5 + (8 × 6))),"{""numbers"": [2, 8, 5, 7, 6, 5], ""target"": 106}"
countdown_baseline_0024,countdown_baseline,baseline,"{""numbers"": [8, 1, 8, 8, 3, 7], ""target"": 192}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 1, 8, 8, 3, 7
Target: 192

Which of the following expressions correctly reaches the target?",(3 × (8 × 8)),(3 × (8 ÷ 8)),(3 − (8 × 8)),(3 × (8 − 8)),A,(3 × (8 × 8)),"{""numbers"": [8, 1, 8, 8, 3, 7], ""target"": 192}"
countdown_baseline_0025,countdown_baseline,baseline,"{""numbers"": [5, 7, 6, 3, 9, 1], ""target"": 156}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 5, 7, 6, 3, 9, 1
Target: 156

Which of the following expressions correctly reaches the target?",(6 × (5 + (7 × 3))),(6 × (5 + (7 + 3))),(6 × (5 − (7 × 3))),(6 − (5 + (7 × 3))),A,(6 × (5 + (7 × 3))),"{""numbers"": [5, 7, 6, 3, 9, 1], ""target"": 156}"
countdown_baseline_0026,countdown_baseline,baseline,"{""numbers"": [9, 7, 9, 8, 1, 1], ""target"": 137}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 9, 7, 9, 8, 1, 1
Target: 137

Which of the following expressions correctly reaches the target?",(9 + (8 − (9 + 7))),(9 + (8 × (9 × 7))),(9 + (8 × (9 + 7))),(9 + (8 + (9 + 7))),C,(9 + (8 × (9 + 7))),"{""numbers"": [9, 7, 9, 8, 1, 1], ""target"": 137}"
countdown_baseline_0027,countdown_baseline,baseline,"{""numbers"": [8, 3, 5, 4, 9, 1], ""target"": 180}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 3, 5, 4, 9, 1
Target: 180

Which of the following expressions correctly reaches the target?",(9 + (5 × 4)),(9 × (5 − 4)),(9 − (5 × 4)),(9 × (5 × 4)),D,(9 × (5 × 4)),"{""numbers"": [8, 3, 5, 4, 9, 1], ""target"": 180}"
countdown_baseline_0028,countdown_baseline,baseline,"{""numbers"": [8, 3, 8, 5, 3, 3], ""target"": 528}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 3, 8, 5, 3, 3
Target: 528

Which of the following expressions correctly reaches the target?",((8 × (8 + 3)) × (3 − 3)),((8 − (8 + 3)) × (3 + 3)),((8 × (8 + 3)) × (3 + 3)),((8 × (8 + 3)) × (3 × 3)),C,((8 × (8 + 3)) × (3 + 3)),"{""numbers"": [8, 3, 8, 5, 3, 3], ""target"": 528}"
countdown_baseline_0029,countdown_baseline,baseline,"{""numbers"": [3, 8, 7, 5, 3, 1], ""target"": 164}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 3, 8, 7, 5, 3, 1
Target: 164

Which of the following expressions correctly reaches the target?",(3 + (7 × (8 − (3 × 5)))),(3 + (7 × (8 × (3 × 5)))),(3 + (7 × (8 + (3 × 5)))),(3 + (7 × (8 + (3 + 5)))),C,(3 + (7 × (8 + (3 × 5)))),"{""numbers"": [3, 8, 7, 5, 3, 1], ""target"": 164}"
countdown_baseline_0030,countdown_baseline,baseline,"{""numbers"": [8, 2, 5, 7, 3, 9], ""target"": 324}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 2, 5, 7, 3, 9
Target: 324

Which of the following expressions correctly reaches the target?",((5 + 7) × (3 × 9)),((5 × 7) × (3 × 9)),((5 − 7) × (3 × 9)),((5 + 7) × (3 − 9)),A,((5 + 7) × (3 × 9)),"{""numbers"": [8, 2, 5, 7, 3, 9], ""target"": 324}"
countdown_baseline_0031,countdown_baseline,baseline,"{""numbers"": [9, 6, 4, 9, 1, 8], ""target"": 160}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 9, 6, 4, 9, 1, 8
Target: 160

Which of the following expressions correctly reaches the target?",((6 − 1) × (4 × 8)),((6 × 1) × (4 × 8)),((6 + 1) × (4 × 8)),((6 − 1) − (4 × 8)),A,((6 − 1) × (4 × 8)),"{""numbers"": [9, 6, 4, 9, 1, 8], ""target"": 160}"
countdown_baseline_0032,countdown_baseline,baseline,"{""numbers"": [4, 7, 7, 3, 6, 5], ""target"": 144}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 4, 7, 7, 3, 6, 5
Target: 144

Which of the following expressions correctly reaches the target?",((4 × 3) × (7 − 5)),((4 × 3) × (7 × 5)),((4 × 3) × (7 + 5)),((4 × 3) − (7 + 5)),C,((4 × 3) × (7 + 5)),"{""numbers"": [4, 7, 7, 3, 6, 5], ""target"": 144}"
countdown_baseline_0033,countdown_baseline,baseline,"{""numbers"": [9, 9, 8, 9, 9, 4], ""target"": 166}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 9, 9, 8, 9, 9, 4
Target: 166

Which of the following expressions correctly reaches the target?",(4 + (9 × (9 − 9))),(4 + (9 × (9 ÷ 9))),(4 + (9 × (9 + 9))),(4 + (9 − (9 + 9))),C,(4 + (9 × (9 + 9))),"{""numbers"": [9, 9, 8, 9, 9, 4], ""target"": 166}"
countdown_baseline_0034,countdown_baseline,baseline,"{""numbers"": [1, 8, 4, 8, 2, 1], ""target"": 128}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 1, 8, 4, 8, 2, 1
Target: 128

Which of the following expressions correctly reaches the target?",(2 + (8 × 8)),(2 − (8 × 8)),(2 × (8 − 8)),(2 × (8 × 8)),D,(2 × (8 × 8)),"{""numbers"": [1, 8, 4, 8, 2, 1], ""target"": 128}"
countdown_baseline_0035,countdown_baseline,baseline,"{""numbers"": [8, 1, 7, 7, 8, 1], ""target"": 840}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 1, 7, 7, 8, 1
Target: 840

Which of the following expressions correctly reaches the target?",((8 + 7) × (7 × 8)),((8 − 7) × (7 × 8)),((8 × 7) × (7 × 8)),((8 + 7) − (7 × 8)),A,((8 + 7) × (7 × 8)),"{""numbers"": [8, 1, 7, 7, 8, 1], ""target"": 840}"
countdown_baseline_0036,countdown_baseline,baseline,"{""numbers"": [7, 9, 5, 3, 7, 8], ""target"": 742}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 7, 9, 5, 3, 7, 8
Target: 742

Which of the following expressions correctly reaches the target?",((9 + 5) × ((7 + 8) − 3)),((9 + 5) × ((7 − 8) − 3)),((9 + 5) × ((7 × 8) − 3)),((9 + 5) + ((7 × 8) − 3)),C,((9 + 5) × ((7 × 8) − 3)),"{""numbers"": [7, 9, 5, 3, 7, 8], ""target"": 742}"
countdown_baseline_0037,countdown_baseline,baseline,"{""numbers"": [2, 4, 6, 9, 9, 6], ""target"": 195}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 2, 4, 6, 9, 9, 6
Target: 195

Which of the following expressions correctly reaches the target?",((4 − 9) × (6 + 9)),((4 + 9) + (6 + 9)),((4 + 9) × (6 + 9)),((4 × 9) × (6 + 9)),C,((4 + 9) × (6 + 9)),"{""numbers"": [2, 4, 6, 9, 9, 6], ""target"": 195}"
countdown_baseline_0038,countdown_baseline,baseline,"{""numbers"": [8, 7, 8, 6, 6, 6], ""target"": 112}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 7, 8, 6, 6, 6
Target: 112

Which of the following expressions correctly reaches the target?",(7 × (8 × 8)),(7 × (8 ÷ 8)),(7 × (8 + 8)),(7 − (8 + 8)),C,(7 × (8 + 8)),"{""numbers"": [8, 7, 8, 6, 6, 6], ""target"": 112}"
countdown_baseline_0039,countdown_baseline,baseline,"{""numbers"": [1, 5, 7, 6, 6, 9], ""target"": 264}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 1, 5, 7, 6, 6, 9
Target: 264

Which of the following expressions correctly reaches the target?",(6 × ((5 × 9) ÷ 1)),(6 × ((5 − 9) − 1)),(6 × ((5 + 9) − 1)),(6 × ((5 × 9) − 1)),D,(6 × ((5 × 9) − 1)),"{""numbers"": [1, 5, 7, 6, 6, 9], ""target"": 264}"
countdown_baseline_0040,countdown_baseline,baseline,"{""numbers"": [3, 8, 5, 1, 8, 3], ""target"": 330}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 3, 8, 5, 1, 8, 3
Target: 330

Which of the following expressions correctly reaches the target?",(5 × ((3 − 1) + (8 + 8))),(5 × ((3 − 1) + (8 × 8))),(5 × ((3 − 1) + (8 − 8))),(5 − ((3 − 1) + (8 × 8))),B,(5 × ((3 − 1) + (8 × 8))),"{""numbers"": [3, 8, 5, 1, 8, 3], ""target"": 330}"
countdown_baseline_0041,countdown_baseline,baseline,"{""numbers"": [8, 9, 3, 6, 6, 9], ""target"": 440}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 8, 9, 3, 6, 6, 9
Target: 440

Which of the following expressions correctly reaches the target?",(8 × ((9 + 3) × (6 × 6))),(8 + ((9 − 3) × (6 × 6))),(8 + ((9 + 3) × (6 − 6))),(8 + ((9 + 3) × (6 × 6))),D,(8 + ((9 + 3) × (6 × 6))),"{""numbers"": [8, 9, 3, 6, 6, 9], ""target"": 440}"
countdown_baseline_0042,countdown_baseline,baseline,"{""numbers"": [5, 9, 9, 9, 6, 8], ""target"": 630}","Solve the following Countdown-style puzzle.
Rules:
  - You are given six numbers and a single integer target.
  - Use a subset of the numbers (each at most once).
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer (no fractions).

Numbers: 5, 9, 9, 9, 6, 8
Target: 630

Which of the following expressions correctly reaches the target?",((5 − 9) × (6 + 8)),((5 + 9) × (6 + 8)),((5 × 9) + (6 + 8)),((5 × 9) × (6 + 8)),D,((5 × 9) × (6 + 8)),"{""numbers"": [5, 9, 9, 9, 6, 8], ""target"": 630}"
