id,rule,state,puzzle,question,option_A,option_B,option_C,option_D,correct_option,correct_answer,params
game24_baseline_0019,game24_baseline,baseline,"{""numbers"": [3, 2, 10, 2], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 3, 2, 10, 2
Which expression — using each number exactly once — reaches 24?",((2 × (3 + 10)) − 2),((2 × (3 − 10)) − 2),((2 × (3 + 10)) ÷ 2),((2 − (3 + 10)) − 2),A,((2 × (3 + 10)) − 2),"{""numbers"": [3, 2, 10, 2], ""target"": 24}"
game24_baseline_0020,game24_baseline,baseline,"{""numbers"": [5, 4, 11, 12], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 5, 4, 11, 12
Which expression — using each number exactly once — reaches 24?",(12 × (11 − (5 − 4))),(12 + (11 − (5 + 4))),(12 × (11 + (5 + 4))),(12 × (11 − (5 + 4))),D,(12 × (11 − (5 + 4))),"{""numbers"": [5, 4, 11, 12], ""target"": 24}"
game24_baseline_0021,game24_baseline,baseline,"{""numbers"": [10, 10, 2, 2], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 10, 10, 2, 2
Which expression — using each number exactly once — reaches 24?",((10 + 10) − (2 + 2)),((10 + 10) + (2 + 2)),((10 + 10) + (2 ÷ 2)),((10 × 10) + (2 + 2)),B,((10 + 10) + (2 + 2)),"{""numbers"": [10, 10, 2, 2], ""target"": 24}"
game24_baseline_0022,game24_baseline,baseline,"{""numbers"": [8, 9, 12, 5], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 8, 9, 12, 5
Which expression — using each number exactly once — reaches 24?",((8 + 9) + (12 × 5)),((8 + 9) × (12 − 5)),((8 + 9) + (12 + 5)),((8 + 9) + (12 − 5)),D,((8 + 9) + (12 − 5)),"{""numbers"": [8, 9, 12, 5], ""target"": 24}"
game24_baseline_0023,game24_baseline,baseline,"{""numbers"": [5, 5, 10, 4], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 5, 5, 10, 4
Which expression — using each number exactly once — reaches 24?",((5 − 5) + (10 + 4)),((5 × 5) + (10 + 4)),((5 ÷ 5) + (10 + 4)),((5 + 5) + (10 + 4)),D,((5 + 5) + (10 + 4)),"{""numbers"": [5, 5, 10, 4], ""target"": 24}"
game24_baseline_0024,game24_baseline,baseline,"{""numbers"": [5, 1, 1, 6], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 5, 1, 1, 6
Which expression — using each number exactly once — reaches 24?",((5 − 1) × (1 + 6)),((5 × 1) × (1 × 6)),((5 − 1) × (1 − 6)),((5 − 1) × (1 × 6)),D,((5 − 1) × (1 × 6)),"{""numbers"": [5, 1, 1, 6], ""target"": 24}"
game24_baseline_0025,game24_baseline,baseline,"{""numbers"": [9, 1, 6, 10], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 9, 1, 6, 10
Which expression — using each number exactly once — reaches 24?",((9 − 1) + (6 × 10)),((9 × 1) + (6 + 10)),((9 − 1) + (6 + 10)),((9 − 1) − (6 + 10)),C,((9 − 1) + (6 + 10)),"{""numbers"": [9, 1, 6, 10], ""target"": 24}"
game24_baseline_0026,game24_baseline,baseline,"{""numbers"": [11, 2, 6, 13], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 11, 2, 6, 13
Which expression — using each number exactly once — reaches 24?",(6 × (13 × (11 − 2))),(6 − (13 − (11 − 2))),(6 × (13 − (11 − 2))),(6 + (13 − (11 − 2))),C,(6 × (13 − (11 − 2))),"{""numbers"": [11, 2, 6, 13], ""target"": 24}"
game24_baseline_0027,game24_baseline,baseline,"{""numbers"": [12, 6, 13, 7], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 12, 6, 13, 7
Which expression — using each number exactly once — reaches 24?",((12 + 6) + (13 × 7)),((12 + 6) + (13 + 7)),((12 + 6) + (13 − 7)),((12 − 6) + (13 − 7)),C,((12 + 6) + (13 − 7)),"{""numbers"": [12, 6, 13, 7], ""target"": 24}"
game24_baseline_0028,game24_baseline,baseline,"{""numbers"": [6, 5, 13, 4], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 6, 5, 13, 4
Which expression — using each number exactly once — reaches 24?",(6 × ((13 − 5) − 4)),(6 × ((13 − 5) × 4)),(6 × ((13 + 5) − 4)),(6 × ((13 − 5) + 4)),A,(6 × ((13 − 5) − 4)),"{""numbers"": [6, 5, 13, 4], ""target"": 24}"
game24_baseline_0029,game24_baseline,baseline,"{""numbers"": [2, 5, 3, 10], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 2, 5, 3, 10
Which expression — using each number exactly once — reaches 24?",((2 + 10) × (5 × 3)),((2 + 10) × (5 − 3)),((2 + 10) − (5 − 3)),((2 − 10) × (5 − 3)),B,((2 + 10) × (5 − 3)),"{""numbers"": [2, 5, 3, 10], ""target"": 24}"
game24_baseline_0030,game24_baseline,baseline,"{""numbers"": [7, 10, 4, 5], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 7, 10, 4, 5
Which expression — using each number exactly once — reaches 24?",(4 + (10 + (7 − 5))),(4 + (10 × (7 + 5))),(4 − (10 × (7 − 5))),(4 + (10 × (7 − 5))),D,(4 + (10 × (7 − 5))),"{""numbers"": [7, 10, 4, 5], ""target"": 24}"
game24_baseline_0031,game24_baseline,baseline,"{""numbers"": [10, 6, 11, 2], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 10, 6, 11, 2
Which expression — using each number exactly once — reaches 24?",((10 + 11) + (6 + 2)),((10 + 11) + (6 × 2)),((10 + 11) + (6 ÷ 2)),((10 × 11) + (6 ÷ 2)),C,((10 + 11) + (6 ÷ 2)),"{""numbers"": [10, 6, 11, 2], ""target"": 24}"
game24_baseline_0032,game24_baseline,baseline,"{""numbers"": [3, 10, 10, 5], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 3, 10, 10, 5
Which expression — using each number exactly once — reaches 24?",(3 × (10 − (10 ÷ 5))),(3 × (10 + (10 ÷ 5))),(3 × (10 − (10 + 5))),(3 × (10 ÷ (10 ÷ 5))),A,(3 × (10 − (10 ÷ 5))),"{""numbers"": [3, 10, 10, 5], ""target"": 24}"
game24_baseline_0033,game24_baseline,baseline,"{""numbers"": [11, 4, 9, 8], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 11, 4, 9, 8
Which expression — using each number exactly once — reaches 24?",((11 − 4) × (9 + 8)),((11 − 4) + (9 × 8)),((11 − 4) + (9 + 8)),((11 × 4) + (9 + 8)),C,((11 − 4) + (9 + 8)),"{""numbers"": [11, 4, 9, 8], ""target"": 24}"
game24_baseline_0034,game24_baseline,baseline,"{""numbers"": [3, 1, 1, 4], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 3, 1, 1, 4
Which expression — using each number exactly once — reaches 24?",((3 × 4) − (1 + 1)),((3 × 4) × (1 + 1)),((3 + 4) × (1 + 1)),((3 − 4) × (1 + 1)),B,((3 × 4) × (1 + 1)),"{""numbers"": [3, 1, 1, 4], ""target"": 24}"
game24_baseline_0035,game24_baseline,baseline,"{""numbers"": [3, 11, 12, 1], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 3, 11, 12, 1
Which expression — using each number exactly once — reaches 24?",((3 − 12) − (11 + 1)),((3 × 12) × (11 + 1)),((3 × 12) ÷ (11 + 1)),((3 × 12) − (11 + 1)),D,((3 × 12) − (11 + 1)),"{""numbers"": [3, 11, 12, 1], ""target"": 24}"
game24_baseline_0036,game24_baseline,baseline,"{""numbers"": [13, 8, 11, 9], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 13, 8, 11, 9
Which expression — using each number exactly once — reaches 24?",((13 + 11) × (9 − 8)),((13 + 11) × (9 + 8)),((13 − 11) × (9 − 8)),((13 × 11) × (9 − 8)),A,((13 + 11) × (9 − 8)),"{""numbers"": [13, 8, 11, 9], ""target"": 24}"
game24_baseline_0037,game24_baseline,baseline,"{""numbers"": [8, 5, 13, 4], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 8, 5, 13, 4
Which expression — using each number exactly once — reaches 24?",((8 × 4) + (5 − 13)),((8 + 4) + (5 − 13)),((8 × 4) × (5 − 13)),((8 × 4) + (5 × 13)),A,((8 × 4) + (5 − 13)),"{""numbers"": [8, 5, 13, 4], ""target"": 24}"
game24_baseline_0038,game24_baseline,baseline,"{""numbers"": [6, 9, 2, 3], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 6, 9, 2, 3
Which expression — using each number exactly once — reaches 24?",(2 × ((6 + 9) − 3)),(2 × ((6 + 9) × 3)),(2 × ((6 + 9) ÷ 3)),(2 + ((6 + 9) − 3)),A,(2 × ((6 + 9) − 3)),"{""numbers"": [6, 9, 2, 3], ""target"": 24}"
game24_baseline_0039,game24_baseline,baseline,"{""numbers"": [7, 1, 4, 7], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 7, 1, 4, 7
Which expression — using each number exactly once — reaches 24?",((7 + 1) × (7 − 4)),((7 + 1) × (7 + 4)),((7 − 1) × (7 − 4)),((7 ÷ 1) × (7 − 4)),A,((7 + 1) × (7 − 4)),"{""numbers"": [7, 1, 4, 7], ""target"": 24}"
game24_baseline_0040,game24_baseline,baseline,"{""numbers"": [9, 12, 12, 9], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 9, 12, 12, 9
Which expression — using each number exactly once — reaches 24?",((9 + 12) + (12 − 9)),((9 + 12) − (12 − 9)),((9 × 12) + (12 − 9)),((9 + 12) + (12 × 9)),A,((9 + 12) + (12 − 9)),"{""numbers"": [9, 12, 12, 9], ""target"": 24}"
game24_baseline_0041,game24_baseline,baseline,"{""numbers"": [12, 3, 8, 3], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 12, 3, 8, 3
Which expression — using each number exactly once — reaches 24?",((8 × (12 − 3)) + 3),((8 × (12 − 3)) ÷ 3),((8 × (12 + 3)) ÷ 3),((8 × (12 − 3)) × 3),B,((8 × (12 − 3)) ÷ 3),"{""numbers"": [12, 3, 8, 3], ""target"": 24}"
game24_baseline_0042,game24_baseline,baseline,"{""numbers"": [1, 5, 7, 6], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 1, 5, 7, 6
Which expression — using each number exactly once — reaches 24?",((1 + 7) + (5 × 6)),((1 − 7) − (5 × 6)),((1 × 7) + (5 × 6)),((1 − 7) + (5 × 6)),D,((1 − 7) + (5 × 6)),"{""numbers"": [1, 5, 7, 6], ""target"": 24}"
game24_baseline_0043,game24_baseline,baseline,"{""numbers"": [12, 9, 1, 6], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 12, 9, 1, 6
Which expression — using each number exactly once — reaches 24?",(6 × (1 + (12 + 9))),(6 + (1 + (12 − 9))),(6 − (1 + (12 − 9))),(6 × (1 + (12 − 9))),D,(6 × (1 + (12 − 9))),"{""numbers"": [12, 9, 1, 6], ""target"": 24}"
game24_baseline_0044,game24_baseline,baseline,"{""numbers"": [4, 3, 8, 11], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 4, 3, 8, 11
Which expression — using each number exactly once — reaches 24?",((4 + 8) + (3 − 11)),((4 × 8) + (3 − 11)),((4 × 8) ÷ (3 − 11)),((4 × 8) + (3 × 11)),B,((4 × 8) + (3 − 11)),"{""numbers"": [4, 3, 8, 11], ""target"": 24}"
game24_baseline_0045,game24_baseline,baseline,"{""numbers"": [10, 1, 5, 10], ""target"": 24}","Solve the following Game of 24 puzzle.
Rules:
  - You are given four positive integers.
  - Use each number exactly once.
  - Combine them with +, −, ×, ÷ and parentheses.
  - Every intermediate division must yield an exact integer.
  - The expression must evaluate to 24.

Numbers: 10, 1, 5, 10
Which expression — using each number exactly once — reaches 24?",((10 ÷ 1) + (5 + 10)),((10 + 1) + (5 + 10)),((10 − 1) × (5 + 10)),((10 − 1) + (5 + 10)),D,((10 − 1) + (5 + 10)),"{""numbers"": [10, 1, 5, 10], ""target"": 24}"
