id,rule,state,puzzle,question,correct_answer,params
countdown_cf2_no_subtraction_0011,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [5, 4, 2, 3, 8, 5], ""target"": 300}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 5, 4, 2, 3, 8, 5
Target: 300",((5 × 4) × (3 × 5)),"{""numbers"": [5, 4, 2, 3, 8, 5], ""target"": 300, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0012,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [6, 5, 6, 7, 7, 3], ""target"": 261}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 6, 5, 6, 7, 7, 3
Target: 261",((6 ÷ 3) + (7 × (7 + (6 × 5)))),"{""numbers"": [6, 5, 6, 7, 7, 3], ""target"": 261, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0013,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 8, 5, 9, 5, 6], ""target"": 566}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 8, 5, 9, 5, 6
Target: 566",(6 + ((8 × 5) × (9 + 5))),"{""numbers"": [8, 8, 5, 9, 5, 6], ""target"": 566, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0014,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [7, 2, 8, 9, 3, 8], ""target"": 490}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 7, 2, 8, 9, 3, 8
Target: 490",((7 × 2) × (8 + (9 × 3))),"{""numbers"": [7, 2, 8, 9, 3, 8], ""target"": 490, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0015,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [3, 6, 9, 5, 9, 8], ""target"": 464}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 3, 6, 9, 5, 9, 8
Target: 464",(5 + (9 × (3 + (6 × 8)))),"{""numbers"": [3, 6, 9, 5, 9, 8], ""target"": 464, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0016,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 9, 2, 3, 6, 5], ""target"": 534}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 9, 2, 3, 6, 5
Target: 534",(6 × ((9 × 9) + (3 + 5))),"{""numbers"": [9, 9, 2, 3, 6, 5], ""target"": 534, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0017,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [6, 4, 9, 3, 2, 6], ""target"": 600}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 6, 4, 9, 3, 2, 6
Target: 600",((6 + 4) × (6 + (2 × (9 × 3)))),"{""numbers"": [6, 4, 9, 3, 2, 6], ""target"": 600, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0018,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [5, 5, 6, 3, 4, 5], ""target"": 297}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 5, 5, 6, 3, 4, 5
Target: 297",((5 + 4) × (3 × (5 + 6))),"{""numbers"": [5, 5, 6, 3, 4, 5], ""target"": 297, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0019,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 3, 5, 6, 5, 8], ""target"": 237}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 3, 5, 6, 5, 8
Target: 237",(3 × ((9 × 6) + (5 × 5))),"{""numbers"": [9, 3, 5, 6, 5, 8], ""target"": 237, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0020,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [4, 8, 9, 3, 9, 7], ""target"": 538}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 4, 8, 9, 3, 9, 7
Target: 538",(7 + (9 × ((4 × 8) + (9 × 3)))),"{""numbers"": [4, 8, 9, 3, 9, 7], ""target"": 538, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0021,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [7, 9, 9, 2, 5, 6], ""target"": 682}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 7, 9, 9, 2, 5, 6
Target: 682",(7 + ((9 × 5) × (9 + 6))),"{""numbers"": [7, 9, 9, 2, 5, 6], ""target"": 682, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0022,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [4, 9, 6, 6, 8, 9], ""target"": 603}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 4, 9, 6, 6, 8, 9
Target: 603",(9 × ((6 × 8) + (6 + (4 + 9)))),"{""numbers"": [4, 9, 6, 6, 8, 9], ""target"": 603, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0023,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [3, 5, 6, 5, 3, 8], ""target"": 220}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 3, 5, 6, 5, 3, 8
Target: 220",(5 × (8 + (6 × (3 + 3)))),"{""numbers"": [3, 5, 6, 5, 3, 8], ""target"": 220, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0024,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [4, 7, 6, 4, 6, 9], ""target"": 945}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 4, 7, 6, 4, 6, 9
Target: 945",(((7 × 6) × (9 × (4 + 6))) ÷ 4),"{""numbers"": [4, 7, 6, 4, 6, 9], ""target"": 945, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0025,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [5, 9, 2, 7, 5, 3], ""target"": 770}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 5, 9, 2, 7, 5, 3
Target: 770",((9 + 2) × (7 × (5 + 5))),"{""numbers"": [5, 9, 2, 7, 5, 3], ""target"": 770, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0026,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [3, 9, 8, 6, 2, 7], ""target"": 342}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 3, 9, 8, 6, 2, 7
Target: 342",(6 × (9 + (2 × (3 × 8)))),"{""numbers"": [3, 9, 8, 6, 2, 7], ""target"": 342, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0027,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 3, 3, 9, 9, 7], ""target"": 645}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 3, 3, 9, 9, 7
Target: 645",((3 + 3) + (9 × (8 + (9 × 7)))),"{""numbers"": [8, 3, 3, 9, 9, 7], ""target"": 645, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0028,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 7, 9, 8, 8, 3], ""target"": 440}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 7, 9, 8, 8, 3
Target: 440",(8 × (7 + (3 × (8 + 8)))),"{""numbers"": [8, 7, 9, 8, 8, 3], ""target"": 440, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0029,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [2, 3, 5, 8, 8, 9], ""target"": 469}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 2, 3, 5, 8, 8, 9
Target: 469",((2 + 5) × (3 + (8 × 8))),"{""numbers"": [2, 3, 5, 8, 8, 9], ""target"": 469, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0030,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 9, 8, 6, 5, 3], ""target"": 473}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 9, 8, 6, 5, 3
Target: 473",(5 + ((8 + (9 + 9)) × (6 × 3))),"{""numbers"": [9, 9, 8, 6, 5, 3], ""target"": 473, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0031,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 4, 4, 8, 5, 7], ""target"": 193}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 4, 4, 8, 5, 7
Target: 193",(5 + (4 × ((8 × 4) + (8 + 7)))),"{""numbers"": [8, 4, 4, 8, 5, 7], ""target"": 193, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0032,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 2, 7, 4, 9, 7], ""target"": 210}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 2, 7, 4, 9, 7
Target: 210",((8 + 7) × (2 × 7)),"{""numbers"": [8, 2, 7, 4, 9, 7], ""target"": 210, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0033,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [7, 7, 4, 5, 3, 4], ""target"": 382}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 7, 7, 4, 5, 3, 4
Target: 382",(4 + ((4 + 5) × (3 × (7 + 7)))),"{""numbers"": [7, 7, 4, 5, 3, 4], ""target"": 382, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0034,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [3, 9, 9, 6, 6, 2], ""target"": 480}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 3, 9, 9, 6, 6, 2
Target: 480",((6 + (3 × 6)) × (2 + (9 + 9))),"{""numbers"": [3, 9, 9, 6, 6, 2], ""target"": 480, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0035,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 9, 4, 7, 7, 6], ""target"": 516}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 9, 4, 7, 7, 6
Target: 516",(6 × (9 + (7 × (4 + 7)))),"{""numbers"": [9, 9, 4, 7, 7, 6], ""target"": 516, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0036,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [7, 6, 4, 5, 7, 9], ""target"": 316}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 7, 6, 4, 5, 7, 9
Target: 316",(4 × (7 + (6 × (7 + 5)))),"{""numbers"": [7, 6, 4, 5, 7, 9], ""target"": 316, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0037,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [5, 6, 9, 5, 7, 9], ""target"": 592}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 5, 6, 9, 5, 7, 9
Target: 592",((5 × 5) + (9 × (9 × 7))),"{""numbers"": [5, 6, 9, 5, 7, 9], ""target"": 592, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0038,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [4, 8, 3, 5, 9, 7], ""target"": 147}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 4, 8, 3, 5, 9, 7
Target: 147",(7 × (9 + (4 + 8))),"{""numbers"": [4, 8, 3, 5, 9, 7], ""target"": 147, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0039,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 4, 9, 9, 2, 3], ""target"": 139}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 4, 9, 9, 2, 3
Target: 139",(4 + (9 × (9 + (2 × 3)))),"{""numbers"": [9, 4, 9, 9, 2, 3], ""target"": 139, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0040,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 2, 7, 5, 8, 4], ""target"": 800}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 2, 7, 5, 8, 4
Target: 800",((5 × 8) × (4 + (8 × 2))),"{""numbers"": [8, 2, 7, 5, 8, 4], ""target"": 800, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0041,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 2, 6, 5, 2, 5], ""target"": 162}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 2, 6, 5, 2, 5
Target: 162",(6 × (2 + (5 × 5))),"{""numbers"": [9, 2, 6, 5, 2, 5], ""target"": 162, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0042,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 8, 4, 9, 7, 9], ""target"": 163}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 8, 4, 9, 7, 9
Target: 163",((9 × 8) + (7 × (4 + 9))),"{""numbers"": [9, 8, 4, 9, 7, 9], ""target"": 163, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0043,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [3, 2, 4, 9, 8, 3], ""target"": 388}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 3, 2, 4, 9, 8, 3
Target: 388",(4 + (8 × (3 + (9 × (3 + 2))))),"{""numbers"": [3, 2, 4, 9, 8, 3], ""target"": 388, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0044,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [9, 5, 4, 3, 2, 6], ""target"": 513}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 9, 5, 4, 3, 2, 6
Target: 513",((5 + 4) × (3 + (9 × 6))),"{""numbers"": [9, 5, 4, 3, 2, 6], ""target"": 513, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0045,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [3, 8, 7, 7, 7, 4], ""target"": 323}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 3, 8, 7, 7, 7, 4
Target: 323",((7 + (3 + 7)) × (4 + (8 + 7))),"{""numbers"": [3, 8, 7, 7, 7, 4], ""target"": 323, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0046,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [4, 8, 6, 7, 9, 6], ""target"": 606}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 4, 8, 6, 7, 9, 6
Target: 606",(6 × ((6 + (4 × 8)) + (7 × 9))),"{""numbers"": [4, 8, 6, 7, 9, 6], ""target"": 606, ""has_wrong_rule_distractor"": true}"
countdown_cf2_no_subtraction_0047,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [7, 9, 8, 7, 4, 9], ""target"": 665}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 7, 9, 8, 7, 4, 9
Target: 665",(7 × ((7 × 9) + (8 × 4))),"{""numbers"": [7, 9, 8, 7, 4, 9], ""target"": 665, ""has_wrong_rule_distractor"": false}"
countdown_cf2_no_subtraction_0048,countdown_cf2_no_subtraction,counterfactual,"{""numbers"": [8, 8, 7, 4, 6, 2], ""target"": 414}","Solve the following Countdown-style puzzle.
Rule change: subtraction is **forbidden**.
  - Allowed operators: +, ×, ÷ only (the − symbol may not appear anywhere).
  - Six numbers, subset allowed (each at most once).
  - Every intermediate division must yield an exact integer.

Numbers: 8, 8, 7, 4, 6, 2
Target: 414",(2 + (4 × (7 + (6 × (8 + 8))))),"{""numbers"": [8, 8, 7, 4, 6, 2], ""target"": 414, ""has_wrong_rule_distractor"": true}"
